"waluta","cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Wersja","Generacja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Spalanie W Mieœcie","Typ nadwozia","Emisja CO2","Liczba drzwi","Liczba miejsc","Kolor","Rodzaj koloru","VAT mar¿a","Kraj pochodzenia","Bezwypadkowy","Serwisowany w ASO","Stan","Mo¿liwoœæ finansowania","Faktura VAT","Leasing","Op³ata pocz¹tkowa","Miesiêczna rata","Liczba pozosta³ych rat","Okres gwarancji producenta","Wartoœæ wykupu","Pierwsza rejestracja","Numer rejestracyjny pojazdu","Zarejestrowany w Polsce","Pierwszy w³aœciciel","Filtr cz¹stek sta³ych","Spalanie W Cyklu Mieszanym","Spalanie Poza Miastem","Homologacja ciê¿arowa","Gwarancja dealerska (w cenie)","Zarejestrowany jako zabytek","lub do (przebieg km)","Uszkodzony","Kierownica po prawej (Anglik)","Tuning"
"PLN","191 412","Firmy","Osobowe","Audi","Q3","35 TFSI Sportback S tronic",NA,"2021","1 km","1 498 cm3","Benzyna","149 KM","Automatyczna","Na przednie ko³a","7,10 l/100km","SUV","134 g/km","5","5","Bia³y","Matowy",NA,NA,"Tak",NA,"Nowe","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","536 400","Firmy","Osobowe","Audi","e-tron GT",NA,NA,"2022","5 km",NA,"Elektryczny","476 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Coupe",NA,"5","5","Szary","Per³owy",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","433 400","Firmy","Osobowe","Audi","e-tron",NA,NA,"2021","5 km",NA,"Elektryczny","408 KM","Automatyczna","4x4 (sta³y)",NA,"SUV",NA,"5","5","Szary","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","236 600","Firmy","Osobowe","Audi","Q5",NA,"FY (2017-)","2022","5 km","1 968 cm3","Diesel","163 KM","Automatyczna","Na przednie ko³a",NA,"SUV",NA,"5","5","Czerwony","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","265 600","Firmy","Osobowe","Audi","Q5",NA,"FY (2017-)","2022","10 km","1 984 cm3","Benzyna","265 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV",NA,"5","5","Szary","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","262 600","Firmy","Osobowe","Audi","Q3",NA,NA,"2021","5 km","1 395 cm3","Hybryda","245 KM","Automatyczna","Na przednie ko³a",NA,"SUV",NA,"5","5","Szary","Per³owy",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","250 400","Firmy","Osobowe","Audi","Q5",NA,"FY (2017-)","2022","10 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV",NA,"5","5","Szary","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","285 000","Firmy","Osobowe","Audi","Q4 Sportback",NA,NA,"2021","5 km",NA,"Elektryczny","204 KM","Automatyczna","Na tylne ko³a",NA,"SUV",NA,"5","5","Niebieski","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","101 900","Firmy","Osobowe","Audi","A4",NA,"B9 (2015-)","2018","138 060 km","2 000 cm3","Diesel","150 KM","Automatyczna","Na przednie ko³a",NA,"Kombi",NA,"5","5","Szary","Metalik",NA,"Niemcy","Tak","Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,"19/04/2018",NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","32 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.8 TFSI","B8 (2007-2015)","2009","220 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","9,60 l/100km","Kombi","169 g/km","5","5","Czerwony","Per³owy",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","17 000","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0 TDI Multitronic",NA,"2007","274 000 km","1 968 cm3","Diesel","140 KM","Automatyczna",NA,"8 l/100km","Kombi",NA,"5","5","Czarny",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","579 200","Firmy","Osobowe","Audi","A8",NA,"D5 (2017-)","2021","2 110 km","2 967 cm3","Diesel","286 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan",NA,"5","5","Czarny","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,"25/02/2021",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","729 900","Firmy","Osobowe","Audi","RS6",NA,NA,"2022","5 km","3 996 cm3","Benzyna","600 KM","Automatyczna","4x4 (sta³y)",NA,"Coupe",NA,"5","5","Szary",NA,NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","18 200","Osoby prywatnej","Osobowe","Audi","A4","2.0","B7 (2004-2007)","2005","278 000 km","1 984 cm3","Benzyna","130 KM","Manualna","Na przednie ko³a","10 l/100km","Kombi",NA,"4",NA,"Czarny",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","58 000","Osoby prywatnej","Osobowe","Audi","A5","2.0 TDI","8T (2007-2016)","2013","328 000 km","1 968 cm3","Diesel","150 KM","Automatyczna",NA,"5 l/100km","Coupe",NA,"5","5","Czarny",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","308 500","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2021","10 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi",NA,"5","5","Szary","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","94 900","Firmy","Osobowe","Audi","A4","Avant 2.0 TDI S tronic","B9 (2015-)","2018","139 540 km","1 968 cm3","Diesel","150 KM","Automatyczna","Na przednie ko³a","5 l/100km","Kombi","109 g/km","5","5","Czarny","Metalik",NA,"Niemcy",NA,"Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"16/03/2018","DW5NH16","Tak",NA,NA,NA,NA,NA,"12 miesiêcy",NA,NA,NA,NA,NA
"PLN","26 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 1.8T","B8 (2007-2015)","2008","224 000 km","1 781 cm3","Benzyna","163 KM","Manualna",NA,"11 l/100km","Kombi",NA,"5",NA,"Br¹zowy","Per³owy",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","129 000","Osoby prywatnej","Osobowe","Audi","A6","2.0 TDI quattro S tronic","C7 (2011-2018)","2016","72 000 km","1 968 cm3","Diesel","190 KM","Automatyczna","4x4 (do³¹czany automatycznie)","6 l/100km","Sedan",NA,"4","5","Z³oty","Metalik",NA,"Polska",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"16/12/2016",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","108 000","Osoby prywatnej","Osobowe","Audi","A6","2.0 TFSI S tronic","C7 (2011-2018)","2018","68 300 km","1 984 cm3","Benzyna","252 KM","Automatyczna",NA,"7 l/100km","Kombi",NA,"4",NA,"Bia³y","Per³owy",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","284 500","Firmy","Osobowe","Audi","Q4 Sportback",NA,NA,"2022","5 km",NA,"Elektryczny","204 KM","Automatyczna","Na tylne ko³a",NA,"SUV",NA,"5","5","Szary","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","280 800","Firmy","Osobowe","Audi","Q4 Sportback",NA,NA,"2022","5 km",NA,"Elektryczny","204 KM","Automatyczna","Na tylne ko³a",NA,"SUV",NA,"5","5","Fioletowy","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","359 898","Osoby prywatnej","Osobowe","Audi","SQ7","4.0 TDI quattro tiptronic",NA,"2018","48 654 km","3 956 cm3","Diesel","435 KM","Automatyczna","4x4 (sta³y)","8,40 l/100km","SUV","189 g/km","5","7","Czarny","Per³owy",NA,"Niemcy","Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,"12/07/2018","SB614CV","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","15 990","Firmy","Osobowe","Audi","A4","Avant 2.0 Multitronic","B7 (2004-2007)","2004","190 394 km","1 984 cm3","Benzyna","130 KM","Automatyczna","Na przednie ko³a","11 l/100km","Kombi",NA,"5","5","Srebrny",NA,"Tak","Niemcy","Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,"30/12/2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","22 900","Osoby prywatnej","Osobowe","Audi","A3","2.0T FSI Quattro Ambition","8P (2003-2012)","2005","255 559 km","1 984 cm3","Benzyna","200 KM","Manualna","4x4 (sta³y)","12 l/100km","Kompakt",NA,"5","5","Czarny","Per³owy","Tak","Szwajcaria",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","123 000","Osoby prywatnej","Osobowe","Audi","A4","2.0 TFSI ultra Sport S tronic","B9 (2015-)","2017","95 590 km","1 984 cm3","Benzyna","190 KM","Automatyczna","Na przednie ko³a","6 l/100km","Sedan","116 g/km","4","5","Szary","Metalik",NA,"Polska",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SGL06633","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","132 000","Firmy","Osobowe","Audi","A6","2.0 TDI Ultra S tronic","C7 (2011-2018)","2017","25 000 km","1 968 cm3","Diesel","190 KM","Automatyczna","Na przednie ko³a","5,10 l/100km","Sedan","114 g/km","4","5","Czarny","Metalik","Tak","Niemcy","Tak","Tak","U¿ywane","Tak",NA,"Tak",NA,NA,NA,NA,NA,"05/08/2017","GKS6XS6","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","34 000","Firmy","Osobowe","Audi","A3",NA,"8P (2003-2012)","2012","190 454 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a",NA,"Kompakt",NA,"5","5","Czarny","Metalik",NA,NA,NA,NA,"U¿ywane","Tak",NA,"Tak",NA,"202 PLN",NA,NA,NA,"20/12/2012",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","431 075","Firmy","Osobowe","Audi","Q7",NA,"II (2015-)","2021",NA,"2 967 cm3","Diesel","286 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV",NA,"5","5","Bia³y","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","6 700","Firmy","Osobowe","Audi","A4","Avant 1.9 TDI","B6 (2000-2004)","2003","240 000 km","1 896 cm3","Diesel","130 KM","Manualna",NA,NA,"Kombi",NA,"5",NA,"Szary",NA,NA,"Francja",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
"PLN","18 500","Firmy","Osobowe","Audi","A3",NA,"8P (2003-2012)","2008","255 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a",NA,"Kompakt",NA,"3","5","Szary","Metalik","Tak","Polska","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKN35149","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","10 500","Firmy","Osobowe","Audi","A4",NA,"B7 (2004-2007)","2007","168 000 km","2 698 cm3","Diesel","180 KM","Automatyczna",NA,NA,"Kombi",NA,"5","5","Niebieski",NA,"Tak","Francja",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","99 900","Firmy","Osobowe","Audi","A6","Avant 3.0 TDI quattro S tronic","C7 (2011-2018)","2016","237 000 km","2 967 cm3","Diesel","218 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi","135 g/km","5","5","Czarny","Metalik","Tak","Austria","Tak","Tak","U¿ywane","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,"ONY31386","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","19 900","Firmy","Osobowe","Audi","A3",NA,"8P (2003-2012)","2007","216 000 km","1 600 cm3","Benzyna","116 KM","Manualna","Na przednie ko³a",NA,"Kompakt",NA,"5","5","Czarny","Metalik","Tak","Niemcy","Tak",NA,"U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,"07/08/2007",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","11 000","Osoby prywatnej","Osobowe","Audi","A4","2.0","B6 (2000-2004)","2003","275 000 km","1 984 cm3","Benzyna+LPG","130 KM","Manualna","Na przednie ko³a",NA,"Sedan",NA,"5","5","Szary",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 l/100km","9 l/100km",NA,NA,NA,NA,NA,NA,NA
"PLN","59 900","Osoby prywatnej","Osobowe","Audi","A3","1.8 TFSI Limousine S tronic","8V (2012-)","2016","98 468 km","1 798 cm3","Benzyna","180 KM","Automatyczna","Na przednie ko³a","7 l/100km","Kompakt",NA,"4","5","Czarny",NA,"Tak",NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","87 900","Osoby prywatnej","Osobowe","Audi","A7",NA,"C7 (2011-2018)","2011","154 388 km","2 995 cm3","Benzyna","300 KM","Automatyczna","4x4 (sta³y)","10,80 l/100km","Sedan",NA,"5","4","Czarny",NA,NA,"Stany Zjednoczone",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","21 500","Osoby prywatnej","Osobowe","Audi","A4",NA,"B6 (2000-2004)","2003","80 419 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Sedan","164 g/km","5","5","Czarny","Metalik","Tak","Niemcy",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"05/07/2003","CCCCCCCCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","249 900","Firmy","Osobowe","Audi","A5",NA,"F5 (2016-)","2020","18 568 km","1 984 cm3","Benzyna","265 KM","Automatyczna","4x4 (sta³y)",NA,"Coupe",NA,"2","4","Czarny","Metalik",NA,"Niemcy",NA,NA,"U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"15/02/2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","179 900","Firmy","Osobowe","Audi","A4 Allroad",NA,NA,"2018","62 149 km","1 968 cm3","Diesel","190 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi",NA,"5","5","Czarny","Metalik",NA,"Polska",NA,"Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"13/04/2018","EL7G303","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","199 900","Firmy","Osobowe","Audi","A4",NA,"B9 (2015-)","2021","27 750 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan",NA,"4","5","Czarny","Metalik",NA,"Niemcy",NA,NA,"U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"23/03/2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","609 800","Firmy","Osobowe","Audi","S8",NA,"D4 (2010-2017)","2020","49 000 km","3 996 cm3","Benzyna","571 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan",NA,"4","5","Szary","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,"05/03/2020",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","209 800","Firmy","Osobowe","Audi","Q3",NA,NA,"2021","26 800 km","1 968 cm3","Diesel","150 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV",NA,"5","5","Czarny","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,"26/03/2021",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","299 800","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2020","15 400 km","1 984 cm3","Hybryda","367 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi",NA,"4","5","Niebieski","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,"15/02/2021",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","198 800","Firmy","Osobowe","Audi","A5",NA,"F5 (2016-)","2019","22 800 km","1 968 cm3","Diesel","190 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Kompakt",NA,"5","5","Niebieski","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,"19/06/2019",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","214 800","Firmy","Osobowe","Audi","A4 Allroad",NA,NA,"2020","29 950 km","1 984 cm3","Benzyna","245 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Kombi",NA,"5","5","Szary","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,"16/07/2020",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","24 200","Osoby prywatnej","Osobowe","Audi","A3","2.0 TDI DPF Ambition","8P (2003-2012)","2006","190 000 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a","7 l/100km","Kompakt","157 g/km","5","5","Z³oty","Metalik","Tak","Niemcy","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,"5 l/100km",NA,NA,NA,NA,NA,NA,NA
"PLN","45 900","Firmy","Osobowe","Audi","TT","Coupe 1.8 TFSI","8J (2006-2013)","2010","155 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","8,50 l/100km","Coupe","149 g/km","2","4","Szary","Metalik","Tak",NA,NA,"Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,"06/07/2010","PCHGU54","Tak","Tak",NA,NA,NA,NA,"3 miesiêcy",NA,NA,NA,NA,NA
"PLN","11 900","Osoby prywatnej","Osobowe","Audi","TT","Coupe 1.8T","8N (1998-2006)","1999","192 996 km","1 781 cm3","Benzyna","180 KM","Manualna",NA,"11 l/100km","Coupe",NA,"2",NA,"Srebrny",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","51 900","Firmy","Osobowe","Audi","A4","Avant 1.8 TFSI","B8 (2007-2015)","2012","150 000 km","1 798 cm3","Benzyna","120 KM","Manualna","Na przednie ko³a","8,60 l/100km","Kombi","169 g/km","5","5","Srebrny","Metalik","Tak",NA,"Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","24 200","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI DPF","B7 (2004-2007)","2007","213 500 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","8 l/100km","Kabriolet","172 g/km","2","4","Czarny","Metalik",NA,"Belgia",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSL006CF","Tak",NA,"Tak",NA,NA,NA,NA,NA,"212 000 km",NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","14 900","Firmy","Osobowe","Audi","A6","2.4 Multitronic","C6 (2004-2011)","2005","339 000 km","2 393 cm3","Benzyna","177 KM","Automatyczna","Na przednie ko³a","13 l/100km","Sedan",NA,"4","5","Srebrny","Metalik","Tak","Polska",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
"PLN","70 900","Osoby prywatnej","Osobowe","Audi","A6 Allroad","3.0 TDI Quattro S tronic",NA,"2014","302 000 km","2 967 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)","7 l/100km","Kombi",NA,"5",NA,"Br¹zowy",NA,NA,"Polska","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","15 000","Firmy","Osobowe","Audi","A3",NA,"8P (2003-2012)","2004","201 730 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kompakt",NA,"3","5","Br¹zowy","Metalik",NA,"Polska",NA,NA,"U¿ywane","Tak",NA,"Tak",NA,"111 PLN",NA,NA,NA,"07/01/2005",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","27 000","Firmy","Osobowe","Audi","A3",NA,"8P (2003-2012)","2010","169 981 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a",NA,"Kompakt",NA,"3","5","Czarny","Metalik",NA,NA,NA,NA,"U¿ywane","Tak",NA,"Tak",NA,"161 PLN",NA,NA,NA,"23/06/2010",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","77 000","Firmy","Osobowe","Audi","A3",NA,"8V (2012-)","2017","74 128 km","999 cm3","Benzyna","116 KM","Manualna","Na przednie ko³a",NA,"Sedan",NA,"4","5","Bia³y",NA,NA,NA,"Tak","Tak","U¿ywane","Tak",NA,"Tak",NA,"458 PLN",NA,NA,NA,"17/05/2017",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","32 990","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI Multitronic","B8 (2007-2015)","2010","223 000 km","1 968 cm3","Diesel","143 KM","Automatyczna","Na przednie ko³a","7 l/100km","Kombi","159 g/km","5","5","Czarny",NA,"Tak",NA,NA,NA,"U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,"10/11/2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","29 900","Firmy","Osobowe","Audi","A6","3.0 TDI Quattro Tiptronic","C6 (2004-2011)","2011","372 000 km","2 967 cm3","Diesel","240 KM","Automatyczna","4x4 (sta³y)","8,10 l/100km","Kombi","172 g/km","5","5","Srebrny","Metalik","Tak","Austria","Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
